League,Date,HomeTeam,AwayTeam,FullTimeGoal,HalfTimeGoal
SP1,16/10/2021,Levante,Getafe,0,0
SP1,16/10/2021,Sociedad,Mallorca,1,0
SP1,17/10/2021,Vallecano,Elche,3,2
SP1,17/10/2021,Celta,Sevilla,1,0
SP1,17/10/2021,Villarreal,Osasuna,3,1
SP1,17/10/2021,Barcelona,Valencia,4,3
SP1,18/10/2021,Alaves,Betis,1,0
SP1,18/10/2021,Espanol,Cadiz,2,1
SP1,22/10/2021,Osasuna,Granada,2,1
SP1,23/10/2021,Valencia,Mallorca,4,2
SP1,23/10/2021,Cadiz,Alaves,2,1
SP1,23/10/2021,Elche,Espanol,4,1
SP1,23/10/2021,Ath Bilbao,Villarreal,3,2
SP1,24/10/2021,Sevilla,Levante,8,4
SP1,24/10/2021,Barcelona,Real Madrid,3,1
SP1,24/10/2021,Betis,Vallecano,5,3
SP1,24/10/2021,Ath Madrid,Sociedad,4,1
SP1,25/10/2021,Getafe,Celta,3,0
SP1,26/10/2021,Alaves,Elche,1,0
SP1,26/10/2021,Espanol,Ath Bilbao,2,1
SP1,26/10/2021,Villarreal,Cadiz,6,3
SP1,27/10/2021,Mallorca,Sevilla,2,1
SP1,27/10/2021,Vallecano,Barcelona,1,1
SP1,27/10/2021,Betis,Valencia,5,3
SP1,27/10/2021,Real Madrid,Osasuna,0,0
SP1,28/10/2021,Celta,Sociedad,2,0
SP1,28/10/2021,Granada,Getafe,2,1
SP1,28/10/2021,Levante,Ath Madrid,4,2
SP1,30/10/2021,Elche,Real Madrid,3,1
SP1,30/10/2021,Sevilla,Osasuna,2,1
SP1,30/10/2021,Valencia,Villarreal,2,1
SP1,30/10/2021,Barcelona,Alaves,2,0
SP1,31/10/2021,Cadiz,Mallorca,2,1
SP1,31/10/2021,Ath Madrid,Betis,3,1
SP1,31/10/2021,Getafe,Espanol,3,2
SP1,31/10/2021,Sociedad,Ath Bilbao,2,0
SP1,01/11/2021,Vallecano,Celta,0,0
SP1,01/11/2021,Levante,Granada,3,2
SP1,05/11/2021,Ath Bilbao,Cadiz,1,1
SP1,06/11/2021,Espanol,Granada,2,2
SP1,06/11/2021,Celta,Barcelona,6,3
SP1,06/11/2021,Alaves,Levante,3,1
SP1,06/11/2021,Real Madrid,Vallecano,3,2
SP1,07/11/2021,Villarreal,Getafe,1,1
SP1,07/11/2021,Valencia,Ath Madrid,6,1
SP1,07/11/2021,Mallorca,Elche,4,0
SP1,07/11/2021,Osasuna,Sociedad,2,0
SP1,07/11/2021,Betis,Sevilla,2,0
SP1,19/11/2021,Levante,Ath Bilbao,0,0
SP1,20/11/2021,Celta,Villarreal,2,1
SP1,20/11/2021,Sevilla,Alaves,4,3
SP1,20/11/2021,Ath Madrid,Osasuna,1,0
SP1,20/11/2021,Barcelona,Espanol,1,0
SP1,21/11/2021,Getafe,Cadiz,4,1
SP1,21/11/2021,Granada,Real Madrid,5,3
SP1,21/11/2021,Elche,Betis,3,3
SP1,21/11/2021,Sociedad,Valencia,0,0
SP1,22/11/2021,Vallecano,Mallorca,4,2
SP1,26/11/2021,Ath Bilbao,Granada,4,3
SP1,27/11/2021,Alaves,Celta,3,2
SP1,27/11/2021,Valencia,Vallecano,2,1
SP1,27/11/2021,Mallorca,Getafe,0,0
SP1,27/11/2021,Villarreal,Barcelona,4,0
SP1,28/11/2021,Betis,Levante,4,1
SP1,28/11/2021,Espanol,Sociedad,1,0
SP1,28/11/2021,Cadiz,Ath Madrid,5,0
SP1,28/11/2021,Real Madrid,Sevilla,3,2
SP1,29/11/2021,Osasuna,Elche,2,2
SP1,01/12/2021,Real Madrid,Ath Bilbao,1,1
SP1,03/12/2021,Granada,Alaves,3,1
SP1,04/12/2021,Sevilla,Villarreal,1,1
SP1,04/12/2021,Barcelona,Betis,1,0
SP1,04/12/2021,Ath Madrid,Mallorca,3,0
SP1,04/12/2021,Sociedad,Real Madrid,2,0
SP1,05/12/2021,Vallecano,Espanol,1,0
SP1,05/12/2021,Elche,Cadiz,4,1
SP1,05/12/2021,Levante,Osasuna,0,0
SP1,05/12/2021,Celta,Valencia,3,2
SP1,06/12/2021,Getafe,Ath Bilbao,0,0
SP1,10/12/2021,Mallorca,Celta,0,0
SP1,11/12/2021,Espanol,Levante,7,3
SP1,11/12/2021,Alaves,Getafe,2,1
SP1,11/12/2021,Valencia,Elche,3,1
SP1,11/12/2021,Ath Bilbao,Sevilla,1,1
SP1,12/12/2021,Villarreal,Vallecano,2,2
SP1,12/12/2021,Osasuna,Barcelona,4,2
SP1,12/12/2021,Betis,Sociedad,4,1
SP1,12/12/2021,Real Madrid,Ath Madrid,2,1
SP1,13/12/2021,Cadiz,Granada,2,1
SP1,17/12/2021,Celta,Espanol,4,1
SP1,18/12/2021,Vallecano,Alaves,2,2
SP1,18/12/2021,Sociedad,Villarreal,4,2
SP1,18/12/2021,Barcelona,Elche,5,2
SP1,18/12/2021,Sevilla,Ath Madrid,3,2
SP1,19/12/2021,Granada,Mallorca,5,2
SP1,19/12/2021,Ath Bilbao,Betis,5,2
SP1,19/12/2021,Getafe,Osasuna,1,0
SP1,19/12/2021,Real Madrid,Cadiz,0,0
SP1,20/12/2021,Levante,Valencia,7,3
SP1,21/12/2021,Villarreal,Alaves,7,3
SP1,21/12/2021,Sevilla,Barcelona,2,2
SP1,22/12/2021,Granada,Ath Madrid,3,2
SP1,22/12/2021,Ath Bilbao,Real Madrid,3,3
SP1,31/12/2021,Valencia,Espanol,3,0
SP1,02/01/2022,Getafe,Real Madrid,1,1
SP1,02/01/2022,Ath Madrid,Vallecano,2,1
SP1,02/01/2022,Elche,Granada,0,0
SP1,02/01/2022,Alaves,Sociedad,2,1
SP1,02/01/2022,Betis,Celta,2,2
SP1,02/01/2022,Mallorca,Barcelona,1,1
SP1,03/01/2022,Villarreal,Levante,5,3
SP1,03/01/2022,Osasuna,Ath Bilbao,4,3
SP1,03/01/2022,Cadiz,Sevilla,1,0
SP1,08/01/2022,Levante,Mallorca,2,0
SP1,08/01/2022,Sociedad,Celta,1,1
SP1,08/01/2022,Granada,Barcelona,2,0
SP1,08/01/2022,Real Madrid,Valencia,5,1
SP1,09/01/2022,Vallecano,Betis,2,1
SP1,09/01/2022,Sevilla,Getafe,1,1
SP1,09/01/2022,Alaves,Ath Bilbao,0,0
SP1,09/01/2022,Osasuna,Cadiz,2,1
SP1,09/01/2022,Villarreal,Ath Madrid,4,2
SP1,10/01/2022,Espanol,Elche,3,3
SP1,16/01/2022,Elche,Villarreal,1,0
SP1,18/01/2022,Betis,Alaves,4,3
SP1,18/01/2022,Cadiz,Espanol,4,1
SP1,19/01/2022,Celta,Osasuna,2,2
SP1,19/01/2022,Valencia,Sevilla,2,2
SP1,20/01/2022,Getafe,Granada,6,2
SP1,21/01/2022,Espanol,Betis,5,3
SP1,22/01/2022,Levante,Cadiz,2,1
SP1,22/01/2022,Villarreal,Mallorca,3,2
SP1,22/01/2022,Sevilla,Celta,4,2
SP1,22/01/2022,Ath Madrid,Valencia,5,2
SP1,23/01/2022,Granada,Osasuna,2,0
SP1,23/01/2022,Real Madrid,Elche,4,1
SP1,23/01/2022,Sociedad,Getafe,0,0
SP1,23/01/2022,Vallecano,Ath Bilbao,1,1
SP1,23/01/2022,Alaves,Barcelona,1,0
SP1,04/02/2022,Getafe,Levante,3,2
SP1,05/02/2022,Elche,Alaves,4,1
SP1,05/02/2022,Mallorca,Cadiz,3,2
SP1,05/02/2022,Celta,Vallecano,2,1
SP1,05/02/2022,Osasuna,Sevilla,0,0
SP1,06/02/2022,Valencia,Sociedad,0,0
SP1,06/02/2022,Barcelona,Ath Madrid,6,4
SP1,06/02/2022,Betis,Villarreal,2,1
SP1,06/02/2022,Real Madrid,Granada,1,0
SP1,07/02/2022,Ath Bilbao,Espanol,3,3
SP1,11/02/2022,Sevilla,Elche,2,0
SP1,12/02/2022,Cadiz,Celta,0,0
SP1,12/02/2022,Villarreal,Real Madrid,0,0
SP1,12/02/2022,Vallecano,Osasuna,3,2
SP1,12/02/2022,Ath Madrid,Getafe,7,6
SP1,13/02/2022,Alaves,Valencia,3,1
SP1,13/02/2022,Levante,Betis,6,4
SP1,13/02/2022,Sociedad,Granada,2,1
SP1,13/02/2022,Espanol,Barcelona,4,2
SP1,14/02/2022,Mallorca,Ath Bilbao,5,2
SP1,16/02/2022,Ath Madrid,Levante,1,0
SP1,18/02/2022,Elche,Vallecano,3,0
SP1,19/02/2022,Granada,Villarreal,5,2
SP1,19/02/2022,Osasuna,Ath Madrid,3,1
SP1,19/02/2022,Cadiz,Getafe,2,2
SP1,19/02/2022,Real Madrid,Alaves,3,0
SP1,20/02/2022,Espanol,Sevilla,2,1
SP1,20/02/2022,Valencia,Barcelona,5,3
SP1,20/02/2022,Betis,Mallorca,3,1
SP1,20/02/2022,Ath Bilbao,Sociedad,4,0
SP1,21/02/2022,Celta,Levante,2,0
SP1,25/02/2022,Levante,Elche,3,1
SP1,26/02/2022,Mallorca,Valencia,1,1
SP1,26/02/2022,Getafe,Alaves,4,1
SP1,26/02/2022,Vallecano,Real Madrid,1,0
SP1,26/02/2022,Ath Madrid,Celta,2,1
SP1,27/02/2022,Villarreal,Espanol,6,3
SP1,27/02/2022,Sevilla,Betis,3,2
SP1,27/02/2022,Sociedad,Osasuna,1,0
SP1,27/02/2022,Barcelona,Ath Bilbao,4,1
SP1,28/02/2022,Granada,Cadiz,0,0
SP1,02/03/2022,Mallorca,Sociedad,2,1
SP1,04/03/2022,Alaves,Sevilla,0,0
SP1,05/03/2022,Osasuna,Villarreal,1,0
SP1,05/03/2022,Espanol,Getafe,2,2
SP1,05/03/2022,Valencia,Granada,4,0
SP1,05/03/2022,Real Madrid,Sociedad,5,3
SP1,06/03/2022,Cadiz,Vallecano,2,0
SP1,06/03/2022,Elche,Barcelona,3,1
SP1,06/03/2022,Celta,Mallorca,7,3
SP1,06/03/2022,Betis,Ath Madrid,4,2
SP1,07/03/2022,Ath Bilbao,Levante,4,0
SP1,11/03/2022,Ath Madrid,Cadiz,3,2
SP1,12/03/2022,Levante,Espanol,2,0
SP1,12/03/2022,Granada,Elche,1,1
SP1,12/03/2022,Villarreal,Celta,1,0
SP1,12/03/2022,Getafe,Valencia,0,0
SP1,13/03/2022,Vallecano,Sevilla,2,0
SP1,13/03/2022,Betis,Ath Bilbao,1,1
SP1,13/03/2022,Sociedad,Alaves,1,0
SP1,13/03/2022,Barcelona,Osasuna,4,3
SP1,14/03/2022,Mallorca,Real Madrid,3,0
SP1,18/03/2022,Ath Bilbao,Getafe,2,2
SP1,19/03/2022,Alaves,Granada,5,0
SP1,19/03/2022,Elche,Valencia,1,0
SP1,19/03/2022,Osasuna,Levante,4,1
SP1,19/03/2022,Vallecano,Ath Madrid,1,0
SP1,20/03/2022,Espanol,Mallorca,1,1
SP1,20/03/2022,Cadiz,Villarreal,1,0
SP1,20/03/2022,Celta,Betis,0,0
SP1,20/03/2022,Sevilla,Sociedad,0,0
SP1,20/03/2022,Real Madrid,Barcelona,4,2
SP1,02/04/2022,Getafe,Mallorca,1,0
SP1,02/04/2022,Levante,Villarreal,2,0
SP1,02/04/2022,Celta,Real Madrid,3,1
SP1,02/04/2022,Ath Madrid,Alaves,5,1
SP1,03/04/2022,Ath Bilbao,Elche,3,1
SP1,03/04/2022,Betis,Osasuna,5,2
SP1,03/04/2022,Granada,Vallecano,4,2
SP1,03/04/2022,Valencia,Cadiz,0,0
SP1,03/04/2022,Barcelona,Sevilla,1,0
SP1,04/04/2022,Sociedad,Espanol,1,0
SP1,08/04/2022,Sevilla,Granada,6,2
SP1,09/04/2022,Cadiz,Betis,3,0
SP1,09/04/2022,Mallorca,Ath Madrid,1,0
SP1,09/04/2022,Villarreal,Ath Bilbao,2,1
SP1,09/04/2022,Real Madrid,Getafe,2,1
SP1,10/04/2022,Osasuna,Alaves,1,0
SP1,10/04/2022,Espanol,Celta,1,0
SP1,10/04/2022,Elche,Sociedad,3,3
SP1,10/04/2022,Levante,Barcelona,5,0
SP1,11/04/2022,Vallecano,Valencia,2,0
SP1,15/04/2022,Sociedad,Betis,0,0
SP1,16/04/2022,Elche,Mallorca,3,1
SP1,16/04/2022,Alaves,Vallecano,1,0
SP1,16/04/2022,Valencia,Osasuna,3,0
SP1,16/04/2022,Getafe,Villarreal,3,2
SP1,17/04/2022,Granada,Levante,5,1
SP1,17/04/2022,Ath Madrid,Espanol,3,0
SP1,17/04/2022,Ath Bilbao,Celta,2,2
SP1,17/04/2022,Sevilla,Real Madrid,5,2
SP1,18/04/2022,Barcelona,Cadiz,1,0
SP1,19/04/2022,Mallorca,Alaves,3,2
SP1,19/04/2022,Betis,Elche,1,0
SP1,19/04/2022,Villarreal,Valencia,2,2
SP1,20/04/2022,Ath Madrid,Granada,0,0
SP1,20/04/2022,Celta,Getafe,2,1
SP1,20/04/2022,Osasuna,Real Madrid,4,3
SP1,21/04/2022,Espanol,Vallecano,1,1
SP1,21/04/2022,Levante,Sevilla,5,3
SP1,21/04/2022,Cadiz,Ath Bilbao,5,3
SP1,21/04/2022,Sociedad,Barcelona,1,1
SP1,24/04/2022,Barcelona,Vallecano,1,1
SP1,29/04/2022,Sevilla,Cadiz,2,1
SP1,30/04/2022,Alaves,Villarreal,3,2
SP1,30/04/2022,Real Madrid,Espanol,4,2
SP1,30/04/2022,Valencia,Levante,2,1
SP1,30/04/2022,Ath Bilbao,Ath Madrid,2,1
SP1,01/05/2022,Elche,Osasuna,2,0
SP1,01/05/2022,Granada,Celta,2,0
SP1,01/05/2022,Vallecano,Sociedad,2,1
SP1,01/05/2022,Barcelona,Mallorca,3,1
SP1,02/05/2022,Getafe,Betis,0,0
SP1,06/05/2022,Levante,Sociedad,3,0
SP1,07/05/2022,Mallorca,Granada,8,2
SP1,07/05/2022,Ath Bilbao,Valencia,0,0
SP1,07/05/2022,Cadiz,Elche,3,0
SP1,07/05/2022,Celta,Alaves,4,2
SP1,07/05/2022,Betis,Barcelona,3,0
SP1,08/05/2022,Getafe,Vallecano,0,0
SP1,08/05/2022,Villarreal,Sevilla,2,0
SP1,08/05/2022,Espanol,Osasuna,2,1
SP1,08/05/2022,Ath Madrid,Real Madrid,1,1
SP1,10/05/2022,Valencia,Betis,3,0
SP1,10/05/2022,Granada,Ath Bilbao,1,1
SP1,10/05/2022,Barcelona,Celta,4,2
SP1,11/05/2022,Alaves,Espanol,3,2
SP1,11/05/2022,Osasuna,Getafe,2,2
SP1,11/05/2022,Sevilla,Mallorca,0,0
SP1,11/05/2022,Elche,Ath Madrid,2,1
SP1,12/05/2022,Sociedad,Cadiz,3,1
SP1,12/05/2022,Vallecano,Villarreal,6,5
SP1,12/05/2022,Real Madrid,Levante,6,4
SP1,14/05/2022,Espanol,Valencia,2,2
SP1,15/05/2022,Ath Bilbao,Osasuna,2,1
SP1,15/05/2022,Ath Madrid,Sevilla,2,1
SP1,15/05/2022,Betis,Granada,2,1
SP1,15/05/2022,Cadiz,Real Madrid,2,2
SP1,15/05/2022,Celta,Elche,1,1
SP1,15/05/2022,Getafe,Barcelona,0,0
SP1,15/05/2022,Levante,Alaves,4,1
SP1,15/05/2022,Mallorca,Vallecano,3,1
SP1,15/05/2022,Villarreal,Sociedad,3,1
SP1,20/05/2022,Real Madrid,Betis,0,0
SP1,20/05/2022,Vallecano,Levante,6,4
SP1,21/05/2022,Valencia,Celta,2,1
SP1,22/05/2022,Elche,Getafe,4,2
SP1,22/05/2022,Alaves,Cadiz,1,0
SP1,22/05/2022,Granada,Espanol,0,0
SP1,22/05/2022,Osasuna,Mallorca,2,0
SP1,22/05/2022,Barcelona,Villarreal,2,1
SP1,22/05/2022,Sevilla,Ath Bilbao,1,0
SP1,22/05/2022,Sociedad,Ath Madrid,3,0
SP2,12/08/2022,Levante,Huesca,0,0
SP2,13/08/2022,Eibar,Tenerife,3,0
SP2,13/08/2022,Mirandes,Sp Gijon,2,2
SP2,13/08/2022,Leganes,Alaves,3,1
SP2,13/08/2022,Las Palmas,Zaragoza,0,0
SP2,14/08/2022,Santander,Villarreal B,2,0
SP2,14/08/2022,Ibiza,Granada,2,0
SP2,14/08/2022,Burgos,Malaga,1,0
SP2,15/08/2022,Oviedo,Andorra,1,0
SP2,15/08/2022,Lugo,Albacete,3,2
SP2,15/08/2022,Cartagena,Ponferradina,5,2
SP2,19/08/2022,Villarreal B,Eibar,4,3
SP2,19/08/2022,Alaves,Mirandes,1,1
SP2,20/08/2022,Sp Gijon,Andorra,5,1
SP2,20/08/2022,Albacete,Burgos,0,0
SP2,20/08/2022,Zaragoza,Levante,0,0
SP2,20/08/2022,Granada,Santander,2,0
SP2,21/08/2022,Oviedo,Leganes,1,0
SP2,21/08/2022,Huesca,Cartagena,5,2
SP2,21/08/2022,Tenerife,Lugo,2,1
SP2,22/08/2022,Ponferradina,Ibiza,3,2
SP2,22/08/2022,Malaga,Las Palmas,4,1
SP2,26/08/2022,Albacete,Huesca,3,1
SP2,26/08/2022,Cartagena,Zaragoza,1,0
SP2,27/08/2022,Sp Gijon,Burgos,0,0
SP2,27/08/2022,Lugo,Leganes,1,1
SP2,27/08/2022,Mirandes,Malaga,4,1
SP2,27/08/2022,Levante,Tenerife,2,1
SP2,28/08/2022,Santander,Oviedo,1,0
SP2,28/08/2022,Eibar,Ponferradina,1,1
SP2,28/08/2022,Ibiza,Alaves,2,1
SP2,29/08/2022,Granada,Villarreal B,3,2
SP2,29/08/2022,Las Palmas,Andorra,2,1
SP2,02/09/2022,Leganes,Eibar,3,1
SP2,03/09/2022,Alaves,Las Palmas,2,1
SP2,03/09/2022,Villarreal B,Mirandes,3,1
SP2,03/09/2022,Ponferradina,Sp Gijon,4,2
SP2,03/09/2022,Tenerife,Santander,1,0
SP2,04/09/2022,Andorra,Granada,1,1
SP2,04/09/2022,Malaga,Albacete,3,3
SP2,04/09/2022,Burgos,Cartagena,1,1
SP2,04/09/2022,Huesca,Ibiza,3,1
SP2,04/09/2022,Zaragoza,Lugo,3,1
SP2,05/09/2022,Oviedo,Levante,2,1
SP2,09/09/2022,Las Palmas,Leganes,1,1
SP2,10/09/2022,Lugo,Alaves,3,1
SP2,10/09/2022,Burgos,Oviedo,0,0
SP2,10/09/2022,Cartagena,Albacete,3,0
SP2,10/09/2022,Levante,Villarreal B,5,1
SP2,11/09/2022,Sp Gijon,Santander,2,1
SP2,11/09/2022,Ibiza,Tenerife,1,0
SP2,11/09/2022,Mirandes,Andorra,2,1
SP2,11/09/2022,Ponferradina,Zaragoza,3,2
SP2,11/09/2022,Huesca,Malaga,1,0
SP2,12/09/2022,Eibar,Granada,4,1
SP2,16/09/2022,Levante,Cartagena,1,1
SP2,17/09/2022,Villarreal B,Lugo,4,1
SP2,17/09/2022,Oviedo,Ibiza,1,0
SP2,17/09/2022,Andorra,Eibar,2,1
SP2,17/09/2022,Granada,Mirandes,3,1
SP2,17/09/2022,Zaragoza,Sp Gijon,1,0
SP2,18/09/2022,Leganes,Burgos,0,0
SP2,18/09/2022,Alaves,Huesca,3,1
SP2,18/09/2022,Santander,Las Palmas,0,0
SP2,18/09/2022,Albacete,Ponferradina,1,0
SP2,19/09/2022,Tenerife,Malaga,4,2
SP2,23/09/2022,Sp Gijon,Ibiza,3,2
SP2,24/09/2022,Huesca,Leganes,1,1
SP2,24/09/2022,Mirandes,Zaragoza,2,1
SP2,24/09/2022,Malaga,Villarreal B,2,2
SP2,24/09/2022,Ponferradina,Tenerife,4,2
SP2,25/09/2022,Burgos,Levante,0,0
SP2,25/09/2022,Lugo,Oviedo,0,0
SP2,25/09/2022,Albacete,Andorra,2,0
SP2,25/09/2022,Eibar,Santander,3,2
SP2,26/09/2022,Cartagena,Alaves,2,1
SP2,26/09/2022,Las Palmas,Granada,2,1
SP2,30/09/2022,Tenerife,Sp Gijon,2,1
SP2,01/10/2022,Mirandes,Las Palmas,6,2
SP2,01/10/2022,Santander,Malaga,0,0
SP2,01/10/2022,Andorra,Levante,4,1
SP2,01/10/2022,Villarreal B,Burgos,0,0
SP2,02/10/2022,Alaves,Ponferradina,4,3
SP2,02/10/2022,Leganes,Albacete,3,1
SP2,02/10/2022,Granada,Huesca,0,0
SP2,02/10/2022,Oviedo,Cartagena,4,2
SP2,02/10/2022,Ibiza,Lugo,5,3
SP2,03/10/2022,Zaragoza,Eibar,0,0
SP2,07/10/2022,Sp Gijon,Villarreal B,4,2
SP2,08/10/2022,Ponferradina,Granada,0,0
SP2,08/10/2022,Huesca,Lugo,2,0
SP2,08/10/2022,Las Palmas,Ibiza,0,0
SP2,08/10/2022,Burgos,Alaves,3,0
SP2,09/10/2022,Cartagena,Leganes,3,0
SP2,09/10/2022,Zaragoza,Oviedo,2,1
SP2,09/10/2022,Albacete,Tenerife,2,0
SP2,09/10/2022,Levante,Santander,1,0
SP2,09/10/2022,Malaga,Andorra,0,0
SP2,10/10/2022,Eibar,Mirandes,0,0
SP2,12/10/2022,Villarreal B,Ponferradina,4,1
SP2,12/10/2022,Andorra,Burgos,1,0
SP2,12/10/2022,Leganes,Malaga,1,0
SP2,12/10/2022,Alaves,Albacete,0,0
SP2,12/10/2022,Oviedo,Huesca,1,0
SP2,12/10/2022,Tenerife,Cartagena,0,0
SP2,12/10/2022,Lugo,Las Palmas,1,0
SP2,12/10/2022,Santander,Zaragoza,1,0
SP2,13/10/2022,Ibiza,Eibar,3,1
SP2,13/10/2022,Mirandes,Levante,1,1
SP2,13/10/2022,Granada,Sp Gijon,5,2
SP2,15/10/2022,Andorra,Alaves,1,0
SP2,15/10/2022,Zaragoza,Villarreal B,3,1
SP2,15/10/2022,Huesca,Santander,0,0
SP2,15/10/2022,Ponferradina,Las Palmas,1,1
SP2,15/10/2022,Albacete,Oviedo,1,0
SP2,16/10/2022,Levante,Leganes,3,0
SP2,16/10/2022,Burgos,Mirandes,3,1
SP2,16/10/2022,Malaga,Lugo,5,1
SP2,16/10/2022,Cartagena,Ibiza,2,0
SP2,16/10/2022,Tenerife,Granada,2,1
SP2,17/10/2022,Sp Gijon,Eibar,2,1
SP2,21/10/2022,Granada,Zaragoza,1,0
SP2,22/10/2022,Villarreal B,Andorra,1,0
SP2,22/10/2022,Alaves,Sp Gijon,0,0
SP2,22/10/2022,Mirandes,Huesca,2,0
SP2,22/10/2022,Ibiza,Levante,3,2
SP2,23/10/2022,Santander,Ponferradina,2,1
SP2,23/10/2022,Lugo,Burgos,2,1
SP2,23/10/2022,Eibar,Albacete,2,2
SP2,23/10/2022,Leganes,Tenerife,3,1
SP2,23/10/2022,Las Palmas,Cartagena,1,0
SP2,24/10/2022,Oviedo,Malaga,1,1
SP2,28/10/2022,Tenerife,Zaragoza,2,1
SP2,29/10/2022,Andorra,Ponferradina,3,2
SP2,29/10/2022,Huesca,Las Palmas,1,1
SP2,29/10/2022,Alaves,Oviedo,3,1
SP2,29/10/2022,Leganes,Santander,0,0
SP2,29/10/2022,Burgos,Ibiza,2,1
SP2,30/10/2022,Lugo,Mirandes,0,0
SP2,30/10/2022,Malaga,Eibar,1,1
SP2,30/10/2022,Cartagena,Granada,0,0
SP2,30/10/2022,Albacete,Villarreal B,0,0
SP2,31/10/2022,Levante,Sp Gijon,1,0
SP2,01/11/2022,Ponferradina,Huesca,1,1
SP2,01/11/2022,Zaragoza,Andorra,2,1
SP2,01/11/2022,Las Palmas,Burgos,2,0
SP2,01/11/2022,Santander,Alaves,2,2
SP2,01/11/2022,Ibiza,Leganes,2,1
SP2,02/11/2022,Eibar,Lugo,1,0
SP2,02/11/2022,Villarreal B,Oviedo,3,0
SP2,02/11/2022,Mirandes,Tenerife,1,0
SP2,03/11/2022,Cartagena,Malaga,3,0
SP2,03/11/2022,Sp Gijon,Albacete,4,2
SP2,03/11/2022,Granada,Levante,0,0
SP2,04/11/2022,Alaves,Zaragoza,1,0
SP2,05/11/2022,Burgos,Tenerife,1,0
SP2,05/11/2022,Andorra,Santander,1,0
SP2,05/11/2022,Huesca,Villarreal B,1,1
SP2,05/11/2022,Leganes,Ponferradina,3,3
SP2,06/11/2022,Ibiza,Mirandes,2,1
SP2,06/11/2022,Oviedo,Granada,1,0
SP2,06/11/2022,Las Palmas,Eibar,2,2
SP2,06/11/2022,Malaga,Sp Gijon,2,1
SP2,06/11/2022,Albacete,Levante,5,2
SP2,07/11/2022,Lugo,Cartagena,2,2
SP2,18/11/2022,Granada,Albacete,4,0
SP2,19/11/2022,Ponferradina,Oviedo,2,0
SP2,19/11/2022,Sp Gijon,Leganes,4,3
SP2,19/11/2022,Tenerife,Huesca,2,0
SP2,19/11/2022,Zaragoza,Malaga,2,0
SP2,20/11/2022,Villarreal B,Ibiza,1,0
SP2,20/11/2022,Andorra,Lugo,4,0
SP2,20/11/2022,Eibar,Alaves,0,0
SP2,20/11/2022,Santander,Burgos,1,0
SP2,20/11/2022,Levante,Las Palmas,2,0
SP2,21/11/2022,Mirandes,Cartagena,3,0
SP2,25/11/2022,Huesca,Sp Gijon,0,0
SP2,26/11/2022,Alaves,Villarreal B,2,1
SP2,26/11/2022,Malaga,Ponferradina,1,0
SP2,26/11/2022,Albacete,Santander,3,1
SP2,26/11/2022,Oviedo,Mirandes,1,1
SP2,26/11/2022,Las Palmas,Tenerife,4,1
SP2,27/11/2022,Burgos,Zaragoza,4,0
SP2,27/11/2022,Leganes,Granada,1,0
SP2,27/11/2022,Lugo,Levante,2,2
SP2,27/11/2022,Cartagena,Eibar,3,1
SP2,28/11/2022,Ibiza,Andorra,1,1
SP2,30/11/2022,Tenerife,Oviedo,1,0
SP2,02/12/2022,Granada,Alaves,4,3
SP2,03/12/2022,Zaragoza,Ibiza,3,1
SP2,03/12/2022,Mirandes,Albacete,6,4
SP2,03/12/2022,Sp Gijon,Las Palmas,1,1
SP2,03/12/2022,Villarreal B,Leganes,0,0
SP2,04/12/2022,Andorra,Cartagena,1,0
SP2,04/12/2022,Santander,Lugo,1,0
SP2,04/12/2022,Eibar,Huesca,3,1
SP2,04/12/2022,Levante,Malaga,1,0
SP2,05/12/2022,Ponferradina,Burgos,3,2
SP2,06/12/2022,Leganes,Mirandes,4,2
SP2,06/12/2022,Oviedo,Las Palmas,0,0
SP2,06/12/2022,Albacete,Zaragoza,0,0
SP2,07/12/2022,Cartagena,Villarreal B,1,0
SP2,07/12/2022,Huesca,Andorra,1,0
SP2,07/12/2022,Tenerife,Alaves,3,1
SP2,08/12/2022,Burgos,Eibar,3,1
SP2,08/12/2022,Lugo,Sp Gijon,1,0
SP2,08/12/2022,Ibiza,Santander,1,0
SP2,08/12/2022,Levante,Ponferradina,0,0
SP2,08/12/2022,Malaga,Granada,2,1
SP2,10/12/2022,Andorra,Leganes,2,0
SP2,10/12/2022,Villarreal B,Tenerife,4,1
SP2,10/12/2022,Zaragoza,Huesca,3,2
SP2,11/12/2022,Ibiza,Malaga,2,1
SP2,11/12/2022,Ponferradina,Lugo,1,1
SP2,11/12/2022,Sp Gijon,Cartagena,0,0
SP2,11/12/2022,Eibar,Oviedo,1,0
SP2,11/12/2022,Granada,Burgos,1,1
SP2,11/12/2022,Las Palmas,Albacete,3,1
SP2,11/12/2022,Santander,Mirandes,3,2
SP2,12/12/2022,Alaves,Levante,2,2
SP2,16/12/2022,Tenerife,Andorra,2,2
SP2,17/12/2022,Lugo,Granada,1,1
SP2,17/12/2022,Mirandes,Ponferradina,3,2
SP2,17/12/2022,Villarreal B,Las Palmas,1,1
SP2,17/12/2022,Cartagena,Santander,3,2
SP2,17/12/2022,Oviedo,Sp Gijon,1,0
SP2,18/12/2022,Albacete,Ibiza,4,3
SP2,18/12/2022,Levante,Eibar,0,0
SP2,18/12/2022,Burgos,Huesca,2,1
SP2,18/12/2022,Malaga,Alaves,1,0
SP2,19/12/2022,Leganes,Zaragoza,3,2
